Distance,Roi,Data_length,Mean_ICC
covariance,1000,10min,0.5754664904936178
correlation,1000,10min,0.5752205883223359
cosine,1000,10min,0.5752157715453349
sqeuclidean,1000,10min,0.5755646586273936
minkowski,1000,10min,0.581311444730577
euclidean,1000,10min,0.5813300805865147
partial_correlation,1000,10min,0.4355470980712177
tangent,1000,10min,0.31542177421307566
covariance,1000,15min,0.6208133984154502
correlation,1000,15min,0.6676225474433793
cosine,1000,15min,0.667691188695324
sqeuclidean,1000,15min,0.6727006642160684
minkowski,1000,15min,0.6790304650375849
euclidean,1000,15min,0.6790443325008257
partial_correlation,1000,15min,0.4575868285980924
tangent,1000,15min,0.3156211437842719
covariance,1000,20min,0.7117491983493236
correlation,1000,20min,0.7113672919836261
cosine,1000,20min,0.7113657421616643
sqeuclidean,1000,20min,0.7116575963755457
minkowski,1000,20min,0.7161663597127563
euclidean,1000,20min,0.7161717045930445
partial_correlation,1000,20min,0.4559893129153145
tangent,1000,20min,0.3084975864011005
covariance,1000,25min,0.7387555026102864
correlation,1000,25min,0.764104243897916
cosine,1000,25min,0.7641285030215789
sqeuclidean,1000,25min,0.7613668515819588
minkowski,1000,25min,0.7657589215071006
euclidean,1000,25min,0.7657644016403359
partial_correlation,1000,25min,0.4611536397246646
tangent,1000,25min,0.3133744383069184
covariance,1000,30min,0.7883531887135986
correlation,1000,30min,0.7884132168191488
cosine,1000,30min,0.7884135449521749
sqeuclidean,1000,30min,0.7891101101088047
minkowski,1000,30min,0.7922211243132029
euclidean,1000,30min,0.7922472009329117
partial_correlation,1000,30min,0.4519085704207811
tangent,1000,30min,0.3149976208934723
covariance,1000,35min,0.8041743206299194
correlation,1000,35min,0.8168614062846308
cosine,1000,35min,0.8168766485757107
sqeuclidean,1000,35min,0.8165559141905031
minkowski,1000,35min,0.8194753927403943
euclidean,1000,35min,0.8194875398936554
partial_correlation,1000,35min,0.4417044732684725
tangent,1000,35min,0.3199021498436435
covariance,1000,40min,0.8313247451659482
correlation,1000,40min,0.8314608859212856
cosine,1000,40min,0.8314605324541895
sqeuclidean,1000,40min,0.8318768849012355
minkowski,1000,40min,0.8349031841536901
euclidean,1000,40min,0.8349025013293546
partial_correlation,1000,40min,0.43310178202119975
tangent,1000,40min,0.3227879972244197
covariance,1000,45min,0.843239831933291
correlation,1000,45min,0.8517579065489246
cosine,1000,45min,0.8517684927386031
sqeuclidean,1000,45min,0.8498717656072863
minkowski,1000,45min,0.8527512712589641
euclidean,1000,45min,0.8527498732284704
partial_correlation,1000,45min,0.4246654503147883
tangent,1000,45min,0.32786375768911796
covariance,1000,50min,0.8621048805387469
correlation,1000,50min,0.8621796790660985
cosine,1000,50min,0.8621812057206757
sqeuclidean,1000,50min,0.862394618375204
minkowski,1000,50min,0.865015717592009
euclidean,1000,50min,0.8650206560625663
partial_correlation,1000,50min,0.41651588353227303
tangent,1000,50min,0.3303625670778791
