Distance,Roi,Data_length,Mean_ICC
cosine,1000,10min,0.4388814618124583
sqeuclidean,1000,10min,0.43976463344913647
minkowski,1000,10min,0.4407897942623623
euclidean,1000,10min,0.4407947280649875
partial_correlation,1000,10min,0.2310442707299706
tangent,1000,10min,0.30424430736234437
covariance,1000,15min,0.5203120125594031
correlation,1000,15min,0.5277947883839019
cosine,1000,15min,0.5266790714928329
sqeuclidean,1000,15min,0.5092870136499232
minkowski,1000,15min,0.5120302233252283
euclidean,1000,15min,0.5120329515514689
partial_correlation,1000,15min,0.2287384857529489
tangent,1000,15min,0.31799370627089607
covariance,1000,20min,0.5765774041995027
correlation,1000,20min,0.5782019557381514
cosine,1000,20min,0.5766642130836919
sqeuclidean,1000,20min,0.5790967976644573
minkowski,1000,20min,0.5794483816860391
euclidean,1000,20min,0.5794521575902664
partial_correlation,1000,20min,0.22368356881096033
tangent,1000,20min,0.32218167368883166
covariance,1000,25min,0.6334771125505596
correlation,1000,25min,0.6382357162512121
cosine,1000,25min,0.6365396611346066
sqeuclidean,1000,25min,0.6243282433570446
minkowski,1000,25min,0.6255875330316969
euclidean,1000,25min,0.6255900817006753
partial_correlation,1000,25min,0.22157207071187687
tangent,1000,25min,0.32855917429072773
covariance,1000,30min,0.6669957474045358
correlation,1000,30min,0.6687005858714359
cosine,1000,30min,0.6669511961836164
sqeuclidean,1000,30min,0.6695797612906476
minkowski,1000,30min,0.6692044088435051
euclidean,1000,30min,0.669203081748384
partial_correlation,1000,30min,0.21838695437437028
tangent,1000,30min,0.33100783189593713
covariance,1000,35min,0.700436470402794
correlation,1000,35min,0.7041526897998405
cosine,1000,35min,0.7019669439165535
sqeuclidean,1000,35min,0.697381558567198
minkowski,1000,35min,0.6973807216269513
euclidean,1000,35min,0.6973807777447185
partial_correlation,1000,35min,0.21484124042345384
tangent,1000,35min,0.3334002545620329
covariance,1000,40min,0.7209942964546879
correlation,1000,40min,0.7230674758458244
cosine,1000,40min,0.7209169395853083
sqeuclidean,1000,40min,0.7238627733830197
minkowski,1000,40min,0.723547225323177
euclidean,1000,40min,0.7235515670427776
partial_correlation,1000,40min,0.21259039462950066
tangent,1000,40min,0.33515201091226576
covariance,1000,45min,0.7466549097382705
correlation,1000,45min,0.7495682424207513
cosine,1000,45min,0.7474742515776341
sqeuclidean,1000,45min,0.7422402881898965
minkowski,1000,45min,0.7426113142477163
euclidean,1000,45min,0.742612457542162
partial_correlation,1000,45min,0.20980112792379016
tangent,1000,45min,0.3373423505649579
covariance,1000,50min,0.7621075597213095
correlation,1000,50min,0.76389872930914
cosine,1000,50min,0.7618757211550017
sqeuclidean,1000,50min,0.7645366645576449
minkowski,1000,50min,0.764500333612393
euclidean,1000,50min,0.7645005283432201
partial_correlation,1000,50min,0.2078210120052658
tangent,1000,50min,0.3385510750663471
