,Distance,Session,ROI,Sub_Discriminability,Sub_Identification
536,partial_correlation_scaled,20.0,700,0.6379310344827586,0.23333333333333334
537,partial_correlation_scaled,20.0,800,0.6689655172413792,0.23333333333333334
538,partial_correlation_scaled,20.0,900,0.6482758620689655,0.2
539,partial_correlation_scaled,20.0,1000,0.5919540229885057,0.16666666666666666
540,partial_correlation_scaled,25.0,100,0.9689655172413794,0.9
541,partial_correlation_scaled,25.0,200,0.8459770114942529,0.4666666666666667
542,partial_correlation_scaled,25.0,300,0.7816091954022989,0.4
543,partial_correlation_scaled,25.0,400,0.7839080459770114,0.43333333333333335
544,partial_correlation_scaled,25.0,500,0.6298850574712643,0.2
545,partial_correlation_scaled,25.0,600,0.7356321839080461,0.16666666666666666
546,partial_correlation_scaled,25.0,700,0.67816091954023,0.3
547,partial_correlation_scaled,25.0,800,0.6885057471264368,0.16666666666666666
548,partial_correlation_scaled,25.0,900,0.6597701149425287,0.26666666666666666
549,partial_correlation_scaled,25.0,1000,0.6229885057471264,0.06666666666666667
550,partial_correlation_scaled,30.0,100,0.996551724137931,0.9666666666666667
551,partial_correlation_scaled,30.0,200,0.8977011494252873,0.6
552,partial_correlation_scaled,30.0,300,0.8160919540229885,0.5666666666666667
553,partial_correlation_scaled,30.0,400,0.8172413793103449,0.5333333333333333
554,partial_correlation_scaled,30.0,500,0.7149425287356321,0.26666666666666666
555,partial_correlation_scaled,30.0,600,0.667816091954023,0.2
556,partial_correlation_scaled,30.0,700,0.706896551724138,0.3333333333333333
557,partial_correlation_scaled,30.0,800,0.6770114942528734,0.26666666666666666
558,partial_correlation_scaled,30.0,900,0.6885057471264368,0.16666666666666666
559,partial_correlation_scaled,30.0,1000,0.7045977011494252,0.23333333333333334
560,partial_correlation_scaled,35.0,100,0.9965517241379309,0.9333333333333333
561,partial_correlation_scaled,35.0,200,0.8781609195402299,0.6333333333333333
562,partial_correlation_scaled,35.0,300,0.8436781609195402,0.4
563,partial_correlation_scaled,35.0,400,0.7988505747126438,0.5333333333333333
564,partial_correlation_scaled,35.0,500,0.7701149425287356,0.43333333333333335
565,partial_correlation_scaled,35.0,600,0.789655172413793,0.26666666666666666
566,partial_correlation_scaled,35.0,700,0.6448275862068964,0.23333333333333334
567,partial_correlation_scaled,35.0,800,0.6425287356321839,0.23333333333333334
568,partial_correlation_scaled,35.0,900,0.732183908045977,0.23333333333333334
569,partial_correlation_scaled,35.0,1000,0.7091954022988507,0.23333333333333334
570,partial_correlation_scaled,40.0,100,1.0,1.0
571,partial_correlation_scaled,40.0,200,0.8770114942528736,0.7
572,partial_correlation_scaled,40.0,300,0.8505747126436783,0.6333333333333333
573,partial_correlation_scaled,40.0,400,0.8298850574712645,0.5666666666666667
574,partial_correlation_scaled,40.0,500,0.7735632183908046,0.5
575,partial_correlation_scaled,40.0,600,0.771264367816092,0.36666666666666664
576,partial_correlation_scaled,40.0,700,0.6551724137931034,0.2
577,partial_correlation_scaled,40.0,800,0.6770114942528737,0.2
578,partial_correlation_scaled,40.0,900,0.7206896551724139,0.26666666666666666
579,partial_correlation_scaled,40.0,1000,0.7298850574712643,0.3333333333333333
580,partial_correlation_scaled,45.0,100,0.993103448275862,0.9333333333333333
581,partial_correlation_scaled,45.0,200,0.8942528735632183,0.7333333333333333
582,partial_correlation_scaled,45.0,300,0.8114942528735631,0.4666666666666667
583,partial_correlation_scaled,45.0,400,0.8873563218390804,0.6
584,partial_correlation_scaled,45.0,500,0.7931034482758619,0.4
585,partial_correlation_scaled,45.0,600,0.7908045977011492,0.3
586,partial_correlation_scaled,45.0,700,0.7103448275862069,0.23333333333333334
587,partial_correlation_scaled,45.0,800,0.7091954022988506,0.36666666666666664
588,partial_correlation_scaled,45.0,900,0.6885057471264368,0.23333333333333334
589,partial_correlation_scaled,45.0,1000,0.7356321839080462,0.36666666666666664
590,partial_correlation_scaled,50.0,100,0.9850574712643677,0.9
591,partial_correlation_scaled,50.0,200,0.8931034482758622,0.7
592,partial_correlation_scaled,50.0,300,0.785057471264368,0.4666666666666667
593,partial_correlation_scaled,50.0,400,0.9183908045977011,0.7
594,partial_correlation_scaled,50.0,500,0.7034482758620688,0.26666666666666666
595,partial_correlation_scaled,50.0,600,0.8229885057471265,0.5333333333333333
596,partial_correlation_scaled,50.0,700,0.6908045977011494,0.26666666666666666
597,partial_correlation_scaled,50.0,800,0.6977011494252874,0.3333333333333333
598,partial_correlation_scaled,50.0,900,0.6103448275862069,0.2
599,partial_correlation_scaled,50.0,1000,0.8080459770114943,0.43333333333333335
600,tangent_scaled,0.5,100,0.4988505747126437,0.03333333333333333
601,tangent_scaled,0.5,200,0.5816091954022989,0.13333333333333333
602,tangent_scaled,0.5,300,0.5804597701149425,0.16666666666666666
603,tangent_scaled,0.5,400,0.5344827586206897,0.06666666666666667
604,tangent_scaled,0.5,500,0.5793103448275863,0.0
605,tangent_scaled,0.5,600,0.5793103448275863,0.06666666666666667
606,tangent_scaled,0.5,700,0.5344827586206897,0.06666666666666667
607,tangent_scaled,0.5,800,0.5241379310344827,0.0
608,tangent_scaled,0.5,900,0.5586206896551723,0.06666666666666667
609,tangent_scaled,0.5,1000,0.567816091954023,0.0
610,tangent_scaled,1.0,100,0.7402298850574714,0.26666666666666666
611,tangent_scaled,1.0,200,0.6701149425287357,0.16666666666666666
612,tangent_scaled,1.0,300,0.6919540229885056,0.13333333333333333
613,tangent_scaled,1.0,400,0.6735632183908046,0.13333333333333333
614,tangent_scaled,1.0,500,0.6149425287356323,0.16666666666666666
615,tangent_scaled,1.0,600,0.6321839080459771,0.1
616,tangent_scaled,1.0,700,0.6724137931034483,0.1
617,tangent_scaled,1.0,800,0.5804597701149424,0.06666666666666667
618,tangent_scaled,1.0,900,0.6804597701149425,0.13333333333333333
619,tangent_scaled,1.0,1000,0.5919540229885055,0.1
620,tangent_scaled,2.5,100,0.8310344827586208,0.4
621,tangent_scaled,2.5,200,0.774712643678161,0.36666666666666664
622,tangent_scaled,2.5,300,0.7965517241379311,0.36666666666666664
623,tangent_scaled,2.5,400,0.7482758620689655,0.36666666666666664
624,tangent_scaled,2.5,500,0.6839080459770114,0.26666666666666666
625,tangent_scaled,2.5,600,0.6850574712643679,0.13333333333333333
626,tangent_scaled,2.5,700,0.6988505747126437,0.3333333333333333
627,tangent_scaled,2.5,800,0.6034482758620688,0.06666666666666667
628,tangent_scaled,2.5,900,0.7229885057471266,0.2
629,tangent_scaled,2.5,1000,0.5873563218390804,0.13333333333333333
630,tangent_scaled,3.5,100,0.9448275862068964,0.6333333333333333
631,tangent_scaled,3.5,200,0.8126436781609195,0.6
632,tangent_scaled,3.5,300,0.8229885057471265,0.5
633,tangent_scaled,3.5,400,0.8011494252873563,0.5333333333333333
634,tangent_scaled,3.5,500,0.6643678160919539,0.13333333333333333
635,tangent_scaled,3.5,600,0.6793103448275863,0.26666666666666666
636,tangent_scaled,3.5,700,0.7,0.1
637,tangent_scaled,3.5,800,0.7356321839080459,0.16666666666666666
638,tangent_scaled,3.5,900,0.6804597701149426,0.3333333333333333
639,tangent_scaled,3.5,1000,0.5919540229885059,0.1
640,tangent_scaled,4.5,100,0.9160919540229884,0.7
641,tangent_scaled,4.5,200,0.8678160919540229,0.5
642,tangent_scaled,4.5,300,0.8333333333333334,0.36666666666666664
643,tangent_scaled,4.5,400,0.8183908045977012,0.4
644,tangent_scaled,4.5,500,0.6609195402298851,0.13333333333333333
645,tangent_scaled,4.5,600,0.6758620689655174,0.3
646,tangent_scaled,4.5,700,0.6149425287356322,0.13333333333333333
647,tangent_scaled,4.5,800,0.7310344827586206,0.23333333333333334
648,tangent_scaled,4.5,900,0.6804597701149426,0.26666666666666666
649,tangent_scaled,4.5,1000,0.5850574712643678,0.13333333333333333
650,tangent_scaled,5.0,100,0.9517241379310344,0.6666666666666666
651,tangent_scaled,5.0,200,0.8701149425287357,0.6
652,tangent_scaled,5.0,300,0.871264367816092,0.5
653,tangent_scaled,5.0,400,0.850574712643678,0.6
654,tangent_scaled,5.0,500,0.6632183908045978,0.36666666666666664
655,tangent_scaled,5.0,600,0.7609195402298851,0.26666666666666666
656,tangent_scaled,5.0,700,0.6770114942528737,0.3333333333333333
657,tangent_scaled,5.0,800,0.6873563218390805,0.2
658,tangent_scaled,5.0,900,0.7379310344827587,0.23333333333333334
659,tangent_scaled,5.0,1000,0.6747126436781609,0.2
660,tangent_scaled,10.0,100,0.9471264367816091,0.7666666666666667
661,tangent_scaled,10.0,200,0.8632183908045977,0.6333333333333333
662,tangent_scaled,10.0,300,0.8563218390804598,0.7666666666666667
663,tangent_scaled,10.0,400,0.7804597701149426,0.6
664,tangent_scaled,10.0,500,0.7218390804597701,0.26666666666666666
665,tangent_scaled,10.0,600,0.7793103448275861,0.36666666666666664
666,tangent_scaled,10.0,700,0.6126436781609196,0.3
667,tangent_scaled,10.0,800,0.6563218390804598,0.36666666666666664
668,tangent_scaled,10.0,900,0.6551724137931034,0.3333333333333333
669,tangent_scaled,10.0,1000,0.6793103448275861,0.3333333333333333
670,tangent_scaled,15.0,100,0.9758620689655172,0.8333333333333334
671,tangent_scaled,15.0,200,0.9264367816091955,0.8
672,tangent_scaled,15.0,300,0.9126436781609196,0.8
673,tangent_scaled,15.0,400,0.8758620689655172,0.7666666666666667
674,tangent_scaled,15.0,500,0.7528735632183907,0.6
675,tangent_scaled,15.0,600,0.7919540229885056,0.5333333333333333
676,tangent_scaled,15.0,700,0.7287356321839081,0.4
677,tangent_scaled,15.0,800,0.5701149425287356,0.16666666666666666
678,tangent_scaled,15.0,900,0.6839080459770114,0.26666666666666666
679,tangent_scaled,15.0,1000,0.6988505747126438,0.4666666666666667
680,tangent_scaled,20.0,100,0.9839080459770115,0.9
681,tangent_scaled,20.0,200,0.9057471264367816,0.7666666666666667
682,tangent_scaled,20.0,300,0.9229885057471264,0.7666666666666667
683,tangent_scaled,20.0,400,0.9551724137931035,0.8
684,tangent_scaled,20.0,500,0.8149425287356321,0.5
685,tangent_scaled,20.0,600,0.8839080459770116,0.6333333333333333
686,tangent_scaled,20.0,700,0.7528735632183907,0.43333333333333335
687,tangent_scaled,20.0,800,0.6839080459770115,0.16666666666666666
688,tangent_scaled,20.0,900,0.7471264367816092,0.4666666666666667
689,tangent_scaled,20.0,1000,0.7977011494252874,0.6
690,tangent_scaled,25.0,100,0.9747126436781609,0.9333333333333333
691,tangent_scaled,25.0,200,0.9160919540229885,0.7333333333333333
692,tangent_scaled,25.0,300,0.9505747126436782,0.9333333333333333
693,tangent_scaled,25.0,400,0.9793103448275862,0.8
694,tangent_scaled,25.0,500,0.825287356321839,0.4666666666666667
695,tangent_scaled,25.0,600,0.8735632183908046,0.7333333333333333
696,tangent_scaled,25.0,700,0.7873563218390804,0.6333333333333333
697,tangent_scaled,25.0,800,0.7977011494252871,0.43333333333333335
698,tangent_scaled,25.0,900,0.8356321839080461,0.5333333333333333
699,tangent_scaled,25.0,1000,0.7517241379310345,0.5
700,tangent_scaled,30.0,100,0.981609195402299,0.9333333333333333
701,tangent_scaled,30.0,200,0.9000000000000001,0.8
702,tangent_scaled,30.0,300,0.9425287356321839,0.9
703,tangent_scaled,30.0,400,0.9632183908045977,0.8666666666666667
704,tangent_scaled,30.0,500,0.8482758620689654,0.6666666666666666
705,tangent_scaled,30.0,600,0.8954022988505747,0.7333333333333333
706,tangent_scaled,30.0,700,0.8126436781609195,0.6
707,tangent_scaled,30.0,800,0.8229885057471265,0.4666666666666667
708,tangent_scaled,30.0,900,0.8298850574712644,0.6
709,tangent_scaled,30.0,1000,0.7655172413793103,0.4666666666666667
710,tangent_scaled,35.0,100,1.0,1.0
711,tangent_scaled,35.0,200,0.9229885057471263,0.8333333333333334
712,tangent_scaled,35.0,300,0.9172413793103449,0.8666666666666667
713,tangent_scaled,35.0,400,0.967816091954023,0.8666666666666667
714,tangent_scaled,35.0,500,0.8402298850574712,0.6
715,tangent_scaled,35.0,600,0.8781609195402298,0.6333333333333333
716,tangent_scaled,35.0,700,0.7942528735632184,0.6333333333333333
717,tangent_scaled,35.0,800,0.8839080459770113,0.6
718,tangent_scaled,35.0,900,0.8643678160919541,0.5666666666666667
719,tangent_scaled,35.0,1000,0.7839080459770114,0.36666666666666664
720,tangent_scaled,40.0,100,1.0,1.0
721,tangent_scaled,40.0,200,0.957471264367816,0.8666666666666667
722,tangent_scaled,40.0,300,0.9241379310344828,0.8666666666666667
723,tangent_scaled,40.0,400,0.9632183908045977,0.9
724,tangent_scaled,40.0,500,0.8747126436781609,0.6666666666666666
725,tangent_scaled,40.0,600,0.8632183908045976,0.6333333333333333
726,tangent_scaled,40.0,700,0.8379310344827586,0.6333333333333333
727,tangent_scaled,40.0,800,0.8643678160919539,0.6
728,tangent_scaled,40.0,900,0.8344827586206897,0.6
729,tangent_scaled,40.0,1000,0.7908045977011494,0.4666666666666667
730,tangent_scaled,45.0,100,1.0,1.0
731,tangent_scaled,45.0,200,0.9701149425287355,0.9333333333333333
732,tangent_scaled,45.0,300,0.9149425287356323,0.8333333333333334
733,tangent_scaled,45.0,400,0.9540229885057471,0.8333333333333334
734,tangent_scaled,45.0,500,0.9436781609195403,0.7333333333333333
735,tangent_scaled,45.0,600,0.8620689655172414,0.7
736,tangent_scaled,45.0,700,0.8218390804597699,0.6333333333333333
737,tangent_scaled,45.0,800,0.8563218390804597,0.6666666666666666
738,tangent_scaled,45.0,900,0.8517241379310345,0.5666666666666667
739,tangent_scaled,45.0,1000,0.793103448275862,0.4666666666666667
740,tangent_scaled,50.0,100,1.0,1.0
741,tangent_scaled,50.0,200,0.9689655172413792,0.9333333333333333
742,tangent_scaled,50.0,300,0.9448275862068966,0.9
743,tangent_scaled,50.0,400,0.9482758620689656,0.9333333333333333
744,tangent_scaled,50.0,500,0.9620689655172414,0.8666666666666667
745,tangent_scaled,50.0,600,0.8793103448275862,0.7
746,tangent_scaled,50.0,700,0.8666666666666667,0.6333333333333333
747,tangent_scaled,50.0,800,0.8344827586206895,0.6333333333333333
748,tangent_scaled,50.0,900,0.8609195402298851,0.7
749,tangent_scaled,50.0,1000,0.8045977011494254,0.6
